central_R,central_Z,width_R,width_Z,ang1,ang2,turns,resistivity
0.310500,1.425565,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.310500,1.434519,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,1.398701,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,1.407655,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,1.416610,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,1.425565,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,1.434519,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.324500,1.398701,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.324500,1.407655,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.324500,1.416610,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.324500,1.425565,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.324500,1.434519,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.446000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.436000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.426000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.416000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.406000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.396000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.386000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.376000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.277583,-1.366000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.446000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.436000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.426000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.416000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.406000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.396000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.386000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.376000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.286550,-1.366000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.446000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.436000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.426000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.416000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.406000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.396000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.386000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.376000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.295517,-1.366000,0.008967,0.010000,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.446455,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.437363,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.428272,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.419180,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.410088,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.400997,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.303500,-1.391905,0.007000,0.009092,0.000000,0.000000,1.000000,0.000000550
0.310500,-1.446519,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.310500,-1.437565,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.310500,-1.428610,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.310500,-1.419655,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.310500,-1.410701,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,-1.446519,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,-1.437565,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,-1.428610,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
0.317500,-1.419655,0.007000,0.008955,0.000000,0.000000,1.000000,0.000000550
