1.914,6.64,1.751866923,4.696254536
2.794,6.64,1.74384197,4.662071186
2.485,6.41,1.736188149,4.627954849
2.42,6.41,1.728787426,4.593886223
1.914,6.64,1.72167587,4.559691372
1.914,-6.64,1.714903376,4.5254799
2.794,-6.64,1.708487875,4.49142639
2.485,-6.41,1.702279247,4.457394102
2.42,-6.41,1.696363306,4.42321725
1.914,-6.64,1.690763595,4.389061005
,,1.685474942,4.354979054
,,1.680448041,4.32100192
,,1.675638248,4.286966817
,,1.671098339,4.252885176
,,1.66682849,4.218828647
,,1.662816986,4.184802671
,,1.659052773,4.150833873
,,1.655504099,4.116961036
,,1.652127004,4.083061242
,,1.648959314,4.049131783
,,1.645996425,4.015228592
,,1.643226965,3.981354437
,,1.640638859,3.947510554
,,1.638219736,3.913697593
,,1.635957105,3.879915986
,,1.633838407,3.846166362
,,1.631851855,3.812466991
,,1.629969008,3.778823851
,,1.628177705,3.745172209
,,1.626486808,3.711524676
,,1.62488808,3.677901205
,,1.623372032,3.644301924
,,1.62192932,3.610726517
,,1.543666055,1.706924635
,,1.542304398,1.673472932
,,1.540963963,1.640017658
,,1.539645423,1.606560946
,,1.538349297,1.573102984
,,1.537076032,1.539643954
,,1.535826007,1.506184039
,,1.534599532,1.472723431
,,1.533396838,1.439262351
,,1.53221807,1.405801092
,,1.531063245,1.372340151
,,1.529932244,1.338883322
,,1.528818572,1.305464728
,,1.527715629,1.272006728
,,1.52663774,1.238540537
,,1.525586074,1.205072238
,,1.524561291,1.17160247
,,1.52356388,1.138131582
,,1.522594225,1.104659803
,,1.52165263,1.071187302
,,1.520739347,1.037714211
,,1.519854579,1.004240638
,,1.518998493,0.970766673
,,1.518171222,0.93729239
,,1.517372876,0.903817852
,,1.516603541,0.870343115
,,1.51586328,0.836868226
,,1.515152145,0.803393224
,,1.51447017,0.769918144
,,1.513817378,0.736443015
,,1.513193782,0.702967862
,,1.512599385,0.669492708
,,1.512034183,0.636017568
,,1.511498166,0.602542459
,,1.51099132,0.569067391
,,1.510513624,0.535592373
,,1.510065059,0.502117414
,,1.509645598,0.46864252
,,1.509255216,0.43516769
,,1.508893887,0.401692927
,,1.508561584,0.368218233
,,1.50825828,0.334743605
,,1.50798395,0.301269041
,,1.50773857,0.267794538
,,1.507522115,0.23432009
,,1.507334566,0.200845692
,,1.507175903,0.167371339
,,1.507046112,0.133897024
,,1.506945177,0.100422741
,,1.506873088,0.06694848
,,1.506829838,0.033474236
,,1.506829838,-0.033474236
,,1.506873088,-0.06694848
,,1.506945177,-0.100422741
,,1.507046112,-0.133897024
,,1.507175903,-0.167371339
,,1.507334566,-0.200845692
,,1.507522115,-0.23432009
,,1.52574,-0.26767
,,1.50773857,-0.267794538
,,1.50798395,-0.301269041
,,1.50825828,-0.334743605
,,1.508561584,-0.368218233
,,1.508893887,-0.401692927
,,1.509255216,-0.43516769
,,1.509645598,-0.46864252
,,1.510065059,-0.502117414
,,1.510513624,-0.535592373
,,1.51099132,-0.569067391
,,1.511498166,-0.602542459
,,1.512034183,-0.636017568
,,1.512599385,-0.669492708
,,1.513193782,-0.702967862
,,1.513817378,-0.736443015
,,1.51447017,-0.769918144
,,1.53315,-0.80302
,,1.515152145,-0.803393224
,,1.51586328,-0.836868226
,,1.516603541,-0.870343115
,,1.517372876,-0.903817852
,,1.518171222,-0.93729239
