R,Z,dR,dZ
1435,1043,24,37
1461,1043,24,37
1487,1043,24,37
1513,1043,24,37
1539,1043,24,37
1565,1043,24,37
1435,1081,24,37
1461,1081,24,37
1487,1081,24,37
1513,1081,24,37
1539,1081,24,37
1565,1081,24,37
1435,1119,24,37
1461,1119,24,37
1487,1119,24,37
1513,1119,24,37
1539,1119,24,37
1565,1119,24,37
1435,1157,24,37
1461,1157,24,37
1487,1157,24,37
1513,1157,24,37
1539,1157,24,37
