R,Z,dR,dZ
1585,300,24,37
1611,300,24,37
1637,300,24,37
1663,300,24,37
1689,300,24,37
1715,300,24,37
1585,338,24,37
1611,338,24,37
1637,338,24,37
1663,338,24,37
1689,338,24,37
1715,338,24,37
1585,376,24,37
1611,376,24,37
1637,376,24,37
1663,376,24,37
1689,376,24,37
1715,376,24,37
1585,414,24,37
1611,414,24,37
1637,414,24,37
1663,414,24,37
1689,414,24,37
